k,seed,c_v,c_npmi,c_umass,topic_diversity,mean_top20_jaccard,mean_cosine_redundancy,mean_js_distance_redundancy,n_topics_0_studies,n_topics_1_study,n_topics_lt3_studies,n_topics_lt5_studies,margin_mean,prop_conf_lt_0.40,prop_conf_0.40_0.60,prop_conf_gt_0.60,model_path
6,15,0.381095225768424,-0.046723678978884665,-0.6592783141904389,0.8,0.05372752741173793,0.27781966974337896,0.6171440801002984,0,0,0,0,0.5580256715894448,0.030303030303030304,0.25757575757575757,0.7121212121212122,models\fulltext\k06_seed15.model
6,16,0.3394451172784661,-0.06309042966097467,-0.7156153290381998,0.7666666666666667,0.061834535518746035,0.30280538896719617,0.6078307714057744,0,0,0,0,0.6602442153924847,0.030303030303030304,0.12121212121212122,0.8484848484848485,models\fulltext\k06_seed16.model
6,17,0.3625590111065198,-0.047281970067544615,-0.6653462851140545,0.7666666666666667,0.06905471115997433,0.2784400333960851,0.6221472590547158,0,0,0,0,0.5443836884045402,0.06060606060606061,0.21212121212121213,0.7272727272727273,models\fulltext\k06_seed17.model
6,18,0.4375482803300251,-0.022321732904221635,-0.9171795820886396,0.8333333333333334,0.040840146103304005,0.33863695164521534,0.6073877005061922,0,0,0,0,0.65000216169651,0.06060606060606061,0.19696969696969696,0.7424242424242424,models\fulltext\k06_seed18.model
6,19,0.34959341968157714,-0.06250455251641723,-0.6939289881845067,0.7666666666666667,0.07334321018531545,0.2651049792766571,0.6177995014560356,0,0,1,2,0.6587619048930885,0.0,0.18181818181818182,0.8181818181818182,models\fulltext\k06_seed19.model
7,0,0.391347454402564,-0.03474800491706859,-0.6958460288818361,0.7857142857142857,0.047324363113836795,0.3120000582365763,0.629160727477158,0,0,0,0,0.6112399007982717,0.06060606060606061,0.19696969696969696,0.7424242424242424,models\fulltext\k07_seed00.model
7,1,0.3718826262642213,-0.05595230768972511,-0.7716080412153297,0.8214285714285714,0.03666708929866825,0.2824890876100177,0.6414472263234401,0,0,0,0,0.6181187010528116,0.015151515151515152,0.21212121212121213,0.7727272727272727,models\fulltext\k07_seed01.model
7,2,0.4142486901418761,-0.04123699241020395,-0.8697598495290945,0.8071428571428572,0.0411984467712022,0.2682304786784308,0.6345250975497868,0,0,0,1,0.62490135038862,0.030303030303030304,0.19696969696969696,0.7727272727272727,models\fulltext\k07_seed02.model
7,3,0.4191232237024183,-0.03454734012250027,-0.7082604434873226,0.7857142857142857,0.04355931987510936,0.26958246032396954,0.6329044446085005,0,0,0,1,0.6652525763863719,0.030303030303030304,0.15151515151515152,0.8181818181818182,models\fulltext\k07_seed03.model
7,4,0.41014633205856255,-0.04352867711517346,-0.8186838772989181,0.8071428571428572,0.042034598425575866,0.2510562163023722,0.6440739060364044,0,0,0,0,0.5339900331285924,0.10606060606060606,0.22727272727272727,0.6666666666666666,models\fulltext\k07_seed04.model
7,5,0.36511023695159484,-0.056837038839001486,-0.8281676991967987,0.8,0.048229114018587704,0.29649778207143146,0.6385797829917176,0,0,0,1,0.5896525669318455,0.045454545454545456,0.24242424242424243,0.7121212121212122,models\fulltext\k07_seed05.model
